"Plot Title: 20160401_-_2.5_m_-_Bethel"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20160401, SEN S/N: 20160401)","Intensity, lum/ft² (LGR S/N: 20160401, SEN S/N: 20160401)","Coupler Attached (LGR S/N: 20160401)","Stopped (LGR S/N: 20160401)","End Of File (LGR S/N: 20160401)"
981,04/09/24 08:00:00 AM,20.329,17.0,,,
982,04/09/24 09:00:00 AM,20.329,33.0,,,
983,04/09/24 10:00:00 AM,20.424,52.0,,,
984,04/09/24 11:00:00 AM,20.805,59.0,,,
985,04/09/24 12:00:00 PM,21.091,106.0,,,
986,04/09/24 01:00:00 PM,22.046,117.0,,,
987,04/09/24 02:00:00 PM,22.429,103.0,,,
988,04/09/24 03:00:00 PM,23.004,128.0,,,
989,04/09/24 04:00:00 PM,23.677,92.0,,,
990,04/09/24 05:00:00 PM,22.525,89.0,,,
991,04/09/24 06:00:00 PM,23.004,40.0,,,
992,04/09/24 07:00:00 PM,22.812,12.0,,,
993,04/09/24 08:00:00 PM,22.717,4.0,,,
994,04/09/24 09:00:00 PM,22.908,4.0,,,
995,04/09/24 10:00:00 PM,23.100,4.0,,,
996,04/09/24 11:00:00 PM,22.717,4.0,,,
997,04/10/24 12:00:00 AM,22.621,4.0,,,
998,04/10/24 01:00:00 AM,22.429,4.0,,,
999,04/10/24 02:00:00 AM,22.429,3.0,,,
1000,04/10/24 03:00:00 AM,22.238,3.0,,,
1001,04/10/24 04:00:00 AM,22.046,3.0,,,
1002,04/10/24 05:00:00 AM,21.855,3.0,,,
1003,04/10/24 06:00:00 AM,21.569,3.0,,,
1004,04/10/24 07:00:00 AM,21.378,5.0,,,
1005,04/10/24 08:00:00 AM,21.282,16.0,,,
1006,04/10/24 09:00:00 AM,21.378,26.0,,,
1007,04/10/24 10:00:00 AM,21.378,35.0,,,
1008,04/10/24 11:00:00 AM,21.569,56.0,,,
1009,04/10/24 12:00:00 PM,21.664,76.0,,,
1010,04/10/24 01:00:00 PM,21.664,53.0,,,
1011,04/10/24 02:00:00 PM,22.046,47.0,,,
1012,04/10/24 03:00:00 PM,21.951,48.0,,,
1013,04/10/24 04:00:00 PM,21.855,23.0,,,
1014,04/10/24 05:00:00 PM,21.855,24.0,,,
1015,04/10/24 06:00:00 PM,21.569,12.0,,,
1016,04/10/24 07:00:00 PM,21.473,7.0,,,
1017,04/10/24 08:00:00 PM,21.569,3.0,,,
1018,04/10/24 09:00:00 PM,21.473,3.0,,,
1019,04/10/24 10:00:00 PM,21.282,3.0,,,
1020,04/10/24 11:00:00 PM,21.187,3.0,,,
1021,04/11/24 12:00:00 AM,21.091,3.0,,,
1022,04/11/24 01:00:00 AM,21.091,3.0,,,
1023,04/11/24 02:00:00 AM,21.091,3.0,,,
1024,04/11/24 03:00:00 AM,20.996,3.0,,,
1025,04/11/24 04:00:00 AM,20.901,3.0,,,
1026,04/11/24 05:00:00 AM,20.805,3.0,,,
1027,04/11/24 06:00:00 AM,20.805,3.0,,,
1028,04/11/24 07:00:00 AM,20.519,5.0,,,
1029,04/11/24 08:00:00 AM,20.424,16.0,,,
1030,04/11/24 09:00:00 AM,20.424,24.0,,,
1031,04/11/24 10:00:00 AM,20.519,68.0,,,
1032,04/11/24 11:00:00 AM,20.710,117.0,,,
1033,04/11/24 12:00:00 PM,21.091,116.0,,,
1034,04/11/24 01:00:00 PM,21.282,128.0,,,
1035,04/11/24 02:00:00 PM,21.569,109.0,,,
1036,04/11/24 03:00:00 PM,21.569,28.0,,,
1037,04/11/24 04:00:00 PM,21.664,29.0,,,
1038,04/11/24 05:00:00 PM,21.569,33.0,,,
1039,04/11/24 06:00:00 PM,21.378,17.0,,,
1040,04/11/24 07:00:00 PM,21.187,13.0,,,
1041,04/11/24 08:00:00 PM,20.901,4.0,,,
1042,04/11/24 09:00:00 PM,20.710,4.0,,,
1043,04/11/24 10:00:00 PM,20.519,4.0,,,
1044,04/11/24 11:00:00 PM,20.424,4.0,,,
1045,04/12/24 12:00:00 AM,20.234,3.0,,,
1046,04/12/24 01:00:00 AM,20.043,3.0,,,
1047,04/12/24 02:00:00 AM,19.948,3.0,,,
1048,04/12/24 03:00:00 AM,19.758,3.0,,,
1049,04/12/24 04:00:00 AM,19.662,3.0,,,
1050,04/12/24 05:00:00 AM,19.567,3.0,,,
1051,04/12/24 06:00:00 AM,19.472,3.0,,,
1052,04/12/24 07:00:00 AM,19.282,5.0,,,
1053,04/12/24 08:00:00 AM,19.282,26.0,,,
1054,04/12/24 09:00:00 AM,19.377,62.0,,,
1055,04/12/24 10:00:00 AM,19.567,85.0,,,
1056,04/12/24 11:00:00 AM,19.853,123.0,,,
1057,04/12/24 12:00:00 PM,20.138,117.0,,,
1058,04/12/24 01:00:00 PM,20.519,114.0,,,
1059,04/12/24 02:00:00 PM,21.091,92.0,,,
1060,04/12/24 03:00:00 PM,21.378,84.0,,,
1061,04/12/24 04:00:00 PM,21.760,73.0,,,
1062,04/12/24 05:00:00 PM,21.951,71.0,,,
1063,04/12/24 06:00:00 PM,21.760,37.0,,,
1064,04/12/24 07:00:00 PM,21.664,11.0,,,
1065,04/12/24 08:00:00 PM,21.473,2.0,,,
1066,04/12/24 09:00:00 PM,21.473,4.0,,,
1067,04/12/24 10:00:00 PM,21.282,4.0,,,
1068,04/12/24 11:00:00 PM,21.187,4.0,,,
1069,04/13/24 12:00:00 AM,21.091,3.0,,,
1070,04/13/24 01:00:00 AM,20.901,3.0,,,
1071,04/13/24 02:00:00 AM,20.805,3.0,,,
1072,04/13/24 03:00:00 AM,20.615,3.0,,,
1073,04/13/24 04:00:00 AM,20.519,3.0,,,
1074,04/13/24 05:00:00 AM,20.424,3.0,,,
1075,04/13/24 06:00:00 AM,20.329,3.0,,,
1076,04/13/24 07:00:00 AM,20.234,6.0,,,
1077,04/13/24 08:00:00 AM,20.329,23.0,,,
1078,04/13/24 09:00:00 AM,20.519,45.0,,,
1079,04/13/24 10:00:00 AM,20.710,63.0,,,
1080,04/13/24 11:00:00 AM,20.805,79.0,,,
1081,04/13/24 12:00:00 PM,21.187,104.0,,,
1082,04/13/24 01:00:00 PM,21.282,117.0,,,
1083,04/13/24 02:00:00 PM,22.238,128.0,,,
1084,04/13/24 03:00:00 PM,23.869,86.0,,,
1085,04/13/24 04:00:00 PM,23.966,128.0,,,
1086,04/13/24 05:00:00 PM,24.062,128.0,,,
1087,04/13/24 06:00:00 PM,24.448,79.0,,,
1088,04/13/24 07:00:00 PM,24.255,19.0,,,
1089,04/13/24 08:00:00 PM,23.869,4.0,,,
1090,04/13/24 09:00:00 PM,23.677,4.0,,,
1091,04/13/24 10:00:00 PM,23.677,4.0,,,
1092,04/13/24 11:00:00 PM,23.677,4.0,,,
1093,04/14/24 12:00:00 AM,23.484,4.0,,,
1094,04/14/24 01:00:00 AM,23.388,3.0,,,
1095,04/14/24 02:00:00 AM,23.196,3.0,,,
1096,04/14/24 03:00:00 AM,23.004,3.0,,,
1097,04/14/24 04:00:00 AM,22.812,3.0,,,
1098,04/14/24 05:00:00 AM,22.717,3.0,,,
1099,04/14/24 06:00:00 AM,22.525,3.0,,,
1100,04/14/24 07:00:00 AM,22.429,6.0,,,
1101,04/14/24 08:00:00 AM,22.333,24.0,,,
1102,04/14/24 09:00:00 AM,22.525,48.0,,,
1103,04/14/24 10:00:00 AM,22.908,70.0,,,
1104,04/14/24 11:00:00 AM,23.292,100.0,,,
1105,04/14/24 12:00:00 PM,23.388,103.0,,,
1106,04/14/24 01:00:00 PM,24.255,100.0,,,
1107,04/14/24 02:00:00 PM,24.835,106.0,,,
1108,04/14/24 03:00:00 PM,25.902,113.0,,,
1109,04/14/24 04:00:00 PM,26.488,101.0,,,
1110,04/14/24 05:00:00 PM,25.416,85.0,,,
1111,04/14/24 06:00:00 PM,26.585,54.0,,,
1112,04/14/24 07:00:00 PM,26.390,14.0,,,
1113,04/14/24 08:00:00 PM,25.805,3.0,,,
1114,04/14/24 09:00:00 PM,26.195,4.0,,,
1115,04/14/24 10:00:00 PM,26.195,4.0,,,
1116,04/14/24 11:00:00 PM,26.097,4.0,,,
1117,04/15/24 12:00:00 AM,26.097,4.0,,,
1118,04/15/24 01:00:00 AM,26.097,4.0,,,
1119,04/15/24 02:00:00 AM,26.097,4.0,,,
1120,04/15/24 03:00:00 AM,26.000,4.0,,,
1121,04/15/24 04:00:00 AM,26.000,4.0,,,
1122,04/15/24 05:00:00 AM,25.805,4.0,,,
1123,04/15/24 06:00:00 AM,25.610,4.0,,,
1124,04/15/24 07:00:00 AM,25.513,8.0,,,
1125,04/15/24 08:00:00 AM,25.513,27.0,,,
1126,04/15/24 09:00:00 AM,25.416,60.0,,,
1127,04/15/24 10:00:00 AM,25.610,84.0,,,
1128,04/15/24 11:00:00 AM,26.000,88.0,,,
1129,04/15/24 12:00:00 PM,26.195,113.0,,,
1130,04/15/24 01:00:00 PM,26.488,118.0,,,
1131,04/15/24 02:00:00 PM,26.977,113.0,,,
1132,04/15/24 03:00:00 PM,26.977,84.0,,,
1133,04/15/24 04:00:00 PM,27.173,192.0,,,
1134,04/15/24 05:00:00 PM,27.468,32.0,,,
1135,04/15/24 06:00:00 PM,27.272,30.0,,,
1136,04/15/24 07:00:00 PM,27.468,11.0,,,
1137,04/15/24 08:00:00 PM,27.665,5.0,,,
1138,04/15/24 09:00:00 PM,27.665,4.0,,,
1139,04/15/24 10:00:00 PM,27.764,4.0,,,
1140,04/15/24 11:00:00 PM,27.567,4.0,,,
1141,04/16/24 12:00:00 AM,27.567,4.0,,,
1142,04/16/24 01:00:00 AM,26.585,4.0,,,
1143,04/16/24 02:00:00 AM,26.585,4.0,,,
1144,04/16/24 03:00:00 AM,27.468,4.0,,,
1145,04/16/24 04:00:00 AM,27.468,4.0,,,
1146,04/16/24 05:00:00 AM,27.173,4.0,,,
1147,04/16/24 06:00:00 AM,27.075,4.0,,,
1148,04/16/24 07:00:00 AM,26.585,5.0,,,
1149,04/16/24 08:00:00 AM,26.781,19.0,,,
1150,04/16/24 09:00:00 AM,26.683,56.0,,,
1151,04/16/24 10:00:00 AM,26.488,74.0,,,
1152,04/16/24 11:00:00 AM,25.805,51.0,,,
1153,04/16/24 12:00:00 PM,26.390,62.0,,,
1154,04/16/24 01:00:00 PM,26.879,64.0,,,
1155,04/16/24 02:00:00 PM,26.781,54.0,,,
1156,04/16/24 03:00:00 PM,26.879,144.0,,,
1157,04/16/24 04:00:00 PM,26.683,43.0,,,
1158,04/16/24 05:00:00 PM,26.879,123.0,,,
1159,04/16/24 06:00:00 PM,26.781,60.0,,,
1160,04/16/24 07:00:00 PM,26.879,8.0,,,
1161,04/16/24 08:00:00 PM,26.683,5.0,,,
1162,04/16/24 09:00:00 PM,26.585,5.0,,,
1163,04/16/24 10:00:00 PM,26.292,4.0,,,
1164,04/16/24 11:00:00 PM,26.390,4.0,,,
1165,04/17/24 12:00:00 AM,26.292,4.0,,,
1166,04/17/24 01:00:00 AM,26.097,4.0,,,
1167,04/17/24 02:00:00 AM,26.000,4.0,,,
1168,04/17/24 03:00:00 AM,25.902,4.0,,,
1169,04/17/24 04:00:00 AM,25.610,4.0,,,
1170,04/17/24 05:00:00 AM,25.319,4.0,,,
1171,04/17/24 06:00:00 AM,25.028,3.0,,,
1172,04/17/24 07:00:00 AM,24.738,7.0,,,
1173,04/17/24 08:00:00 AM,24.641,28.0,,,
1174,04/17/24 09:00:00 AM,24.641,59.0,,,
1175,04/17/24 10:00:00 AM,24.738,81.0,,,
1176,04/17/24 11:00:00 AM,25.125,97.0,,,
1177,04/17/24 12:00:00 PM,25.416,93.0,,,
1178,04/17/24 01:00:00 PM,25.805,100.0,,,
1179,04/17/24 02:00:00 PM,26.195,95.0,,,
1180,04/17/24 03:00:00 PM,26.488,112.0,,,
1181,04/17/24 04:00:00 PM,27.075,91.0,,,
1182,04/17/24 05:00:00 PM,27.272,70.0,,,
1183,04/17/24 06:00:00 PM,27.468,38.0,,,
1184,04/17/24 07:00:00 PM,27.272,16.0,,,
1185,04/17/24 08:00:00 PM,27.075,4.0,,,
1186,04/17/24 09:00:00 PM,26.977,5.0,,,
1187,04/17/24 10:00:00 PM,26.781,4.0,,,
1188,04/17/24 11:00:00 PM,26.585,4.0,,,
1189,04/18/24 12:00:00 AM,26.390,4.0,,,
1190,04/18/24 01:00:00 AM,26.292,4.0,,,
1191,04/18/24 02:00:00 AM,26.195,4.0,,,
1192,04/18/24 03:00:00 AM,26.000,4.0,,,
1193,04/18/24 04:00:00 AM,25.805,4.0,,,
1194,04/18/24 05:00:00 AM,25.708,3.0,,,
1195,04/18/24 06:00:00 AM,25.610,3.0,,,
1196,04/18/24 07:00:00 AM,25.513,6.0,,,
1197,04/18/24 08:00:00 AM,25.610,37.0,,,
1198,04/18/24 09:00:00 AM,25.513,24.0,,,
1199,04/18/24 10:00:00 AM,25.708,64.0,,,
1200,04/18/24 11:00:00 AM,25.513,26.0,,,
1201,04/18/24 12:00:00 PM,26.097,92.0,,,
1202,04/18/24 01:00:00 PM,26.000,51.0,,,
1203,04/18/24 02:00:00 PM,26.195,50.0,,,
1204,04/18/24 03:00:00 PM,26.585,52.0,,,
1205,04/18/24 04:00:00 PM,26.390,24.0,,,
1206,04/18/24 05:00:00 PM,26.000,13.0,,,
1207,04/18/24 06:00:00 PM,25.805,10.0,,,
1208,04/18/24 07:00:00 PM,25.610,6.0,,,
1209,04/18/24 08:00:00 PM,25.416,4.0,,,
1210,04/18/24 09:00:00 PM,25.222,4.0,,,
1211,04/18/24 10:00:00 PM,24.931,4.0,,,
1212,04/18/24 11:00:00 PM,24.738,4.0,,,
1213,04/19/24 12:00:00 AM,24.641,3.0,,,
1214,04/19/24 01:00:00 AM,24.448,3.0,,,
1215,04/19/24 02:00:00 AM,24.351,3.0,,,
1216,04/19/24 03:00:00 AM,24.158,3.0,,,
1217,04/19/24 04:00:00 AM,23.966,3.0,,,
1218,04/19/24 05:00:00 AM,23.869,3.0,,,
1219,04/19/24 06:00:00 AM,23.677,3.0,,,
1220,04/19/24 07:00:00 AM,23.581,8.0,,,
1221,04/19/24 08:00:00 AM,23.581,29.0,,,
1222,04/19/24 09:00:00 AM,23.773,50.0,,,
1223,04/19/24 10:00:00 AM,23.966,62.0,,,
1224,04/19/24 11:00:00 AM,24.158,76.0,,,
1225,04/19/24 12:00:00 PM,24.545,88.0,,,
1226,04/19/24 01:00:00 PM,24.931,121.0,,,
1227,04/19/24 02:00:00 PM,25.222,102.0,,,
1228,04/19/24 03:00:00 PM,25.610,107.0,,,
1229,04/19/24 04:00:00 PM,25.708,112.0,,,
1230,04/19/24 05:00:00 PM,26.097,60.0,,,
1231,04/19/24 06:00:00 PM,25.610,30.0,,,
1232,04/19/24 07:00:00 PM,25.319,10.0,,,
1233,04/19/24 08:00:00 PM,24.931,5.0,,,
1234,04/19/24 09:00:00 PM,24.931,5.0,,,
1235,04/19/24 10:00:00 PM,24.641,4.0,,,
1236,04/19/24 11:00:00 PM,24.545,4.0,,,
1237,04/20/24 12:00:00 AM,24.351,4.0,,,
1238,04/20/24 01:00:00 AM,24.255,4.0,,,
1239,04/20/24 02:00:00 AM,24.062,3.0,,,
1240,04/20/24 03:00:00 AM,23.869,3.0,,,
1241,04/20/24 04:00:00 AM,23.773,3.0,,,
1242,04/20/24 05:00:00 AM,23.581,3.0,,,
1243,04/20/24 06:00:00 AM,23.388,3.0,,,
1244,04/20/24 07:00:00 AM,23.292,7.0,,,
1245,04/20/24 08:00:00 AM,23.292,60.0,,,
1246,04/20/24 09:00:00 AM,23.292,84.0,,,
1247,04/20/24 10:00:00 AM,23.484,107.0,,,
1248,04/20/24 11:00:00 AM,23.677,107.0,,,
1249,04/20/24 12:00:00 PM,24.062,108.0,,,
1250,04/20/24 01:00:00 PM,24.062,100.0,,,
1251,04/20/24 02:00:00 PM,24.448,98.0,,,
1252,04/20/24 03:00:00 PM,24.835,101.0,,,
1253,04/20/24 04:00:00 PM,24.931,101.0,,,
1254,04/20/24 05:00:00 PM,24.545,43.0,,,
1255,04/20/24 06:00:00 PM,24.351,21.0,,,
1256,04/20/24 07:00:00 PM,24.062,12.0,,,
1257,04/20/24 08:00:00 PM,23.869,5.0,,,
1258,04/20/24 09:00:00 PM,23.677,4.0,,,
1259,04/20/24 10:00:00 PM,23.484,4.0,,,
1260,04/20/24 11:00:00 PM,23.388,4.0,,,
1261,04/21/24 12:00:00 AM,23.292,4.0,,,
1262,04/21/24 01:00:00 AM,23.196,3.0,,,
1263,04/21/24 02:00:00 AM,23.100,3.0,,,
1264,04/21/24 03:00:00 AM,23.004,3.0,,,
1265,04/21/24 04:00:00 AM,22.908,3.0,,,
1266,04/21/24 05:00:00 AM,22.812,3.0,,,
1267,04/21/24 06:00:00 AM,22.621,3.0,,,
1268,04/21/24 07:00:00 AM,22.525,10.0,,,
1269,04/21/24 08:00:00 AM,22.525,64.0,,,
1270,04/21/24 09:00:00 AM,22.621,108.0,,,
1271,04/21/24 10:00:00 AM,22.812,118.0,,,
1272,04/21/24 11:00:00 AM,23.100,136.0,,,
1273,04/21/24 12:00:00 PM,23.484,125.0,,,
1274,04/21/24 01:00:00 PM,23.869,126.0,,,
1275,04/21/24 02:00:00 PM,24.255,98.0,,,
1276,04/21/24 03:00:00 PM,24.738,96.0,,,
1277,04/21/24 04:00:00 PM,24.931,89.0,,,
1278,04/21/24 05:00:00 PM,25.125,68.0,,,
1279,04/21/24 06:00:00 PM,24.835,50.0,,,
1280,04/21/24 07:00:00 PM,24.545,15.0,,,
1281,04/21/24 08:00:00 PM,24.255,6.0,,,
1282,04/21/24 09:00:00 PM,24.062,5.0,,,
1283,04/21/24 10:00:00 PM,23.869,4.0,,,
1284,04/21/24 11:00:00 PM,23.677,4.0,,,
1285,04/22/24 12:00:00 AM,23.484,4.0,,,
1286,04/22/24 01:00:00 AM,23.388,4.0,,,
1287,04/22/24 02:00:00 AM,23.196,3.0,,,
1288,04/22/24 03:00:00 AM,23.004,3.0,,,
1289,04/22/24 04:00:00 AM,22.812,3.0,,,
1290,04/22/24 05:00:00 AM,22.717,3.0,,,
1291,04/22/24 06:00:00 AM,22.621,3.0,,,
1292,04/22/24 07:00:00 AM,22.429,9.0,,,
1293,04/22/24 08:00:00 AM,22.525,32.0,,,
1294,04/22/24 09:00:00 AM,22.812,68.0,,,
1295,04/22/24 10:00:00 AM,22.908,86.0,,,
1296,04/22/24 11:00:00 AM,23.100,89.0,,,
1297,04/22/24 12:00:00 PM,23.388,105.0,,,
1298,04/22/24 01:00:00 PM,23.581,121.0,,,
1299,04/22/24 02:00:00 PM,24.158,108.0,,,
1300,04/22/24 03:00:00 PM,24.448,144.0,,,
1301,04/22/24 04:00:00 PM,24.641,152.0,,,
1302,04/22/24 05:00:00 PM,24.738,144.0,,,
1303,04/22/24 06:00:00 PM,24.545,34.0,,,
1304,04/22/24 07:00:00 PM,24.351,16.0,,,
1305,04/22/24 08:00:00 PM,24.062,5.0,,,
1306,04/22/24 09:00:00 PM,23.966,4.0,,,
1307,04/22/24 10:00:00 PM,23.773,4.0,,,
1308,04/22/24 11:00:00 PM,23.677,4.0,,,
1309,04/23/24 12:00:00 AM,23.581,4.0,,,
1310,04/23/24 01:00:00 AM,23.388,3.0,,,
1311,04/23/24 02:00:00 AM,23.196,3.0,,,
1312,04/23/24 03:00:00 AM,23.100,3.0,,,
1313,04/23/24 04:00:00 AM,22.908,3.0,,,
1314,04/23/24 05:00:00 AM,22.812,3.0,,,
1315,04/23/24 06:00:00 AM,22.717,3.0,,,
1316,04/23/24 07:00:00 AM,22.621,4.0,,,
1317,04/23/24 08:00:00 AM,22.621,9.0,,,
1318,04/23/24 09:00:00 AM,22.621,14.0,,,
1319,04/23/24 10:00:00 AM,22.621,40.0,,,
1320,04/23/24 11:00:00 AM,22.908,57.0,,,
1321,04/23/24 12:00:00 PM,22.908,64.0,,,
1322,04/23/24 01:00:00 PM,23.004,20.0,,,
1323,04/23/24 02:00:00 PM,23.004,38.0,,,
1324,04/23/24 03:00:00 PM,23.004,38.0,,,
1325,04/23/24 04:00:00 PM,23.484,115.0,,,
1326,04/23/24 05:00:00 PM,23.869,96.0,,,
1327,04/23/24 06:00:00 PM,23.869,52.0,,,
1328,04/23/24 07:00:00 PM,23.581,21.0,,,
1329,04/23/24 08:00:00 PM,23.677,5.0,,,
1330,04/23/24 09:00:00 PM,23.581,4.0,,,
1331,04/23/24 10:00:00 PM,23.292,4.0,,,
1332,04/23/24 11:00:00 PM,23.196,3.0,,,
1333,04/24/24 12:00:00 AM,23.100,3.0,,,
1334,04/24/24 01:00:00 AM,23.004,3.0,,,
1335,04/24/24 02:00:00 AM,22.812,3.0,,,
1336,04/24/24 03:00:00 AM,22.812,3.0,,,
1337,04/24/24 04:00:00 AM,22.621,3.0,,,
1338,04/24/24 05:00:00 AM,22.525,3.0,,,
1339,04/24/24 06:00:00 AM,22.429,3.0,,,
1340,04/24/24 07:00:00 AM,22.333,12.0,,,
1341,04/24/24 08:00:00 AM,22.429,34.0,,,
1342,04/24/24 09:00:00 AM,22.717,89.0,,,
1343,04/24/24 10:00:00 AM,23.100,82.0,,,
1344,04/24/24 11:00:00 AM,23.581,119.0,,,
1345,04/24/24 12:00:00 PM,23.581,125.0,,,
1346,04/24/24 01:00:00 PM,24.545,97.0,,,
1347,04/24/24 02:00:00 PM,25.222,98.0,,,
1348,04/24/24 03:00:00 PM,24.351,96.0,,,
1349,04/24/24 04:00:00 PM,25.319,128.0,,,
1350,04/24/24 05:00:00 PM,25.416,58.0,,,
1351,04/24/24 06:00:00 PM,26.195,59.0,,,
1352,04/24/24 07:00:00 PM,25.416,21.0,,,
1353,04/24/24 08:00:00 PM,25.610,5.0,,,
1354,04/24/24 09:00:00 PM,25.805,4.0,,,
1355,04/24/24 10:00:00 PM,25.610,4.0,,,
1356,04/24/24 11:00:00 PM,25.319,4.0,,,
1357,04/25/24 12:00:00 AM,24.931,3.0,,,
1358,04/25/24 01:00:00 AM,24.738,3.0,,,
1359,04/25/24 02:00:00 AM,24.448,3.0,,,
1360,04/25/24 03:00:00 AM,24.158,3.0,,,
1361,04/25/24 04:00:00 AM,23.966,3.0,,,
1362,04/25/24 05:00:00 AM,23.677,3.0,,,
1363,04/25/24 06:00:00 AM,23.484,3.0,,,
1364,04/25/24 07:00:00 AM,23.292,9.0,,,
1365,04/25/24 08:00:00 AM,23.292,58.0,,,
1366,04/25/24 09:00:00 AM,23.292,33.0,,,
1367,04/25/24 10:00:00 AM,23.677,82.0,,,
1368,04/25/24 11:00:00 AM,23.581,75.0,,,
1369,04/25/24 12:00:00 PM,23.966,100.0,,,
1370,04/25/24 01:00:00 PM,24.062,77.0,,,
1371,04/25/24 02:00:00 PM,24.062,49.0,,,
1372,04/25/24 03:00:00 PM,23.966,18.0,,,
1373,04/25/24 04:00:00 PM,23.966,15.0,,,
1374,04/25/24 05:00:00 PM,23.869,8.0,,,
1375,04/25/24 06:00:00 PM,23.773,6.0,,,
1376,04/25/24 07:00:00 PM,23.484,4.0,,,
1377,04/25/24 08:00:00 PM,23.388,3.0,,,
1378,04/25/24 09:00:00 PM,23.292,3.0,,,
1379,04/25/24 10:00:00 PM,23.196,3.0,,,
1380,04/25/24 11:00:00 PM,23.100,3.0,,,
1381,04/26/24 12:00:00 AM,23.004,3.0,,,
1382,04/26/24 01:00:00 AM,22.908,3.0,,,
1383,04/26/24 02:00:00 AM,22.812,3.0,,,
1384,04/26/24 03:00:00 AM,22.717,3.0,,,
1385,04/26/24 04:00:00 AM,22.621,3.0,,,
1386,04/26/24 05:00:00 AM,22.525,3.0,,,
1387,04/26/24 06:00:00 AM,22.429,2.0,,,
1388,04/26/24 07:00:00 AM,22.429,3.0,,,
1389,04/26/24 08:00:00 AM,22.333,15.0,,,
1390,04/26/24 09:00:00 AM,22.238,6.0,,,
1391,04/26/24 10:00:00 AM,22.238,6.0,,,
1392,04/26/24 11:00:00 AM,22.238,11.0,,,
1393,04/26/24 12:00:00 PM,22.238,27.0,,,
1394,04/26/24 01:00:00 PM,22.429,47.0,,,
1395,04/26/24 02:00:00 PM,22.621,58.0,,,
1396,04/26/24 03:00:00 PM,22.717,26.0,,,
1397,04/26/24 04:00:00 PM,22.717,15.0,,,
1398,04/26/24 05:00:00 PM,23.004,110.0,,,
1399,04/26/24 06:00:00 PM,22.812,6.0,,,
1400,04/26/24 07:00:00 PM,22.812,6.0,,,
1401,04/26/24 08:00:00 PM,22.621,3.0,,,
1402,04/26/24 09:00:00 PM,22.812,2.0,,,
1403,04/26/24 10:00:00 PM,22.717,2.0,,,
1404,04/26/24 11:00:00 PM,22.621,2.0,,,
1405,04/27/24 12:00:00 AM,22.621,2.0,,,
1406,04/27/24 01:00:00 AM,22.621,2.0,,,
1407,04/27/24 02:00:00 AM,22.621,2.0,,,
1408,04/27/24 03:00:00 AM,22.525,2.0,,,
1409,04/27/24 04:00:00 AM,22.525,2.0,,,
1410,04/27/24 05:00:00 AM,22.525,2.0,,,
1411,04/27/24 06:00:00 AM,22.525,2.0,,,
1412,04/27/24 07:00:00 AM,22.525,4.0,,,
1413,04/27/24 08:00:00 AM,22.717,24.0,,,
1414,04/27/24 09:00:00 AM,22.717,18.0,,,
1415,04/27/24 10:00:00 AM,22.812,26.0,,,
1416,04/27/24 11:00:00 AM,23.100,49.0,,,
1417,04/27/24 12:00:00 PM,23.292,40.0,,,
1418,04/27/24 01:00:00 PM,23.581,63.0,,,
1419,04/27/24 02:00:00 PM,23.869,122.0,,,
1420,04/27/24 03:00:00 PM,23.581,30.0,,,
1421,04/27/24 04:00:00 PM,24.062,67.0,,,
1422,04/27/24 05:00:00 PM,24.062,41.0,,,
1423,04/27/24 06:00:00 PM,24.062,21.0,,,
1424,04/27/24 07:00:00 PM,23.966,10.0,,,
1425,04/27/24 08:00:00 PM,24.641,3.0,,,
1426,04/27/24 09:00:00 PM,24.738,2.0,,,
1427,04/27/24 10:00:00 PM,24.448,3.0,,,
1428,04/27/24 11:00:00 PM,24.545,3.0,,,
1429,04/28/24 12:00:00 AM,24.158,3.0,,,
1430,04/28/24 01:00:00 AM,24.158,3.0,,,
1431,04/28/24 02:00:00 AM,24.158,2.0,,,
1432,04/28/24 03:00:00 AM,24.158,2.0,,,
1433,04/28/24 04:00:00 AM,24.158,2.0,,,
1434,04/28/24 05:00:00 AM,24.158,2.0,,,
1435,04/28/24 06:00:00 AM,24.062,2.0,,,
1436,04/28/24 07:00:00 AM,24.062,3.0,,,
1437,04/28/24 08:00:00 AM,24.062,6.0,,,
1438,04/28/24 09:00:00 AM,24.062,21.0,,,
1439,04/28/24 10:00:00 AM,24.158,25.0,,,
1440,04/28/24 11:00:00 AM,24.351,25.0,,,
1441,04/28/24 12:00:00 PM,24.351,33.0,,,
1442,04/28/24 01:00:00 PM,24.448,60.0,,,
1443,04/28/24 02:00:00 PM,24.738,59.0,,,
1444,04/28/24 03:00:00 PM,25.222,92.0,,,
1445,04/28/24 04:00:00 PM,25.222,25.0,,,
1446,04/28/24 05:00:00 PM,24.931,31.0,,,
1447,04/28/24 06:00:00 PM,24.738,9.0,,,
1448,04/28/24 07:00:00 PM,25.222,5.0,,,
1449,04/28/24 08:00:00 PM,25.125,3.0,,,
1450,04/28/24 09:00:00 PM,25.028,3.0,,,
1451,04/28/24 10:00:00 PM,25.125,3.0,,,
1452,04/28/24 11:00:00 PM,24.931,3.0,,,
1453,04/29/24 12:00:00 AM,24.931,3.0,,,
1454,04/29/24 01:00:00 AM,24.835,3.0,,,
1455,04/29/24 02:00:00 AM,24.738,2.0,,,
1456,04/29/24 03:00:00 AM,24.738,3.0,,,
1457,04/29/24 04:00:00 AM,24.641,3.0,,,
